	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YML006C	gene-YML006C	215.011494165091	2.1503835097315	0.532805559526377	4.03596297238908	5.4378792564775e-05	0.000172799093705015
gene-YHL012W	gene-YHL012W	107.843423449731	2.31263940275049	0.573237676579137	4.0343464800699	5.47544744004956e-05	0.000173897817057749
gene-YFL022C	gene-YFL022C	1180.90441025733	1.67483688419177	0.415362949980664	4.03222503179387	5.52512428783905e-05	0.000175379696127365
gene-YNL045W	gene-YNL045W	494.055381447285	-1.79479852829468	0.445569037457798	-4.02810423842494	5.62284144104561e-05	0.000178384030869853
gene-YGR136W	gene-YGR136W	1196.40955647841	-1.64225512803515	0.407853305577052	-4.02658285608744	5.65933029746688e-05	0.000179393613243236
gene-YAR050W	gene-YAR050W	52.5216975380638	-2.68295684533467	0.666321465676888	-4.02652020614279	5.6608376924999e-05	0.000179393613243236
gene-YMR209C	gene-YMR209C	153.843197943402	1.92045239735272	0.477001583471262	4.02609228962532	5.67114379373153e-05	0.00017962227645323
gene-YLL046C	gene-YLL046C	40.3685072575676	2.77919546072876	0.690758470670062	4.02339685828656	5.7364712566686e-05	0.000181493581620892
gene-YPL191C	gene-YPL191C	101.444755527999	-2.38936437949911	0.593860454875438	-4.02344416080083	5.73531869617164e-05	0.000181493581620892
gene-YLR328W	gene-YLR328W	405.17657720478	2.17354087168216	0.540379509087679	4.02224887348475	5.76451010810936e-05	0.000182281462178083
gene-YGL163C	gene-YGL163C	375.514942367785	1.8161399452643	0.451836115152494	4.01946609480597	5.83301749008668e-05	0.000184347458686154
gene-YCR069W	gene-YCR069W	650.451917914334	-1.85524002621028	0.461641668959171	-4.01878805783097	5.84982607424422e-05	0.000184778201866888
gene-YDL108W	gene-YDL108W	207.102494220366	1.80825185173761	0.450052772074439	4.01786626799962	5.87275089098888e-05	0.000185401565336379
gene-YML106W	gene-YML106W	830.64455844768	1.65207143182837	0.411345202876314	4.0162652202489	5.912771133619e-05	0.000186563658135687
gene-YNL223W	gene-YNL223W	159.577780430123	-2.02222000634531	0.504066247651011	-4.01181395455263	6.02539776107317e-05	0.000190014171390978
gene-YER005W	gene-YER005W	308.357031718017	1.72505021978344	0.431078305810169	4.00170965815917	6.28864371585279e-05	0.000198208228180783
gene-YHL017W	gene-YHL017W	168.418357342721	1.88347924375278	0.470848577761057	4.00018038221322	6.32942198958084e-05	0.000199385369124357
gene-YOR168W	gene-YOR168W	1463.27291313103	1.5727150677977	0.393452576247483	3.99721634255726	6.40917212098296e-05	0.000201788236008413
gene-YOL103W	gene-YOL103W	286.673287187325	1.84956019580933	0.462784304960529	3.9965923130584	6.42608295723108e-05	0.000202187784892477
gene-YPL112C	gene-YPL112C	522.068500973395	1.62863572897714	0.407516379729632	3.99649145405558	6.42882013904505e-05	0.000202187784892477
gene-YLR287C-A	gene-YLR287C-A	3899.89945674954	1.56606680032817	0.391890188561949	3.99618782515298	6.43706689473988e-05	0.00020233765706992
gene-YBL007C	gene-YBL007C	759.533192860484	-1.64344717159159	0.411433078490611	-3.99444589535864	6.48457266453252e-05	0.000203720736898719
gene-YGL144C	gene-YGL144C	126.667576680468	2.32919295989104	0.583276540378674	3.99329100117567	6.51625157186179e-05	0.000204605370803137
gene-YPL242C	gene-YPL242C	296.446373469566	-1.77560774979922	0.444683391191367	-3.9929706954922	6.52506351267191e-05	0.000204771431617976
gene-YDR404C	gene-YDR404C	223.81179660398	1.74753268374111	0.437705651320791	3.99248371243981	6.53848253182992e-05	0.000205081815839155
gene-YOR048C	gene-YOR048C	523.119371302354	1.68193219686647	0.421289813264066	3.99234005644525	6.54244601819639e-05	0.000205095449070968
gene-YDL086W	gene-YDL086W	1077.99799799782	-1.76038231326746	0.441122747687274	-3.99068586350812	6.58824954985468e-05	0.00020641998050542
gene-YJL088W	gene-YJL088W	404.799638691657	2.82066561575403	0.707006787719993	3.98958774476595	6.61882316801467e-05	0.000207266165153563
gene-YPL223C	gene-YPL223C	468.72704061593	-2.9155196026088	0.730985891196735	-3.98847588950815	6.64991600544313e-05	0.000208127688872566
gene-YOL157C	gene-YOL157C	25.175411497521	-3.9755320972305	0.997558361527576	-3.98526266788312	6.74055198439079e-05	0.000210850851094076
gene-YLR017W	gene-YLR017W	842.153073895746	1.58891538433589	0.398940791560654	3.98283509219515	6.80980094426357e-05	0.00021278797359172
gene-YAL030W	gene-YAL030W	301.614738954419	-1.76104279647029	0.442155219919999	-3.9828610341611	6.80905737885967e-05	0.00021278797359172
gene-YMR041C	gene-YMR041C	334.66575635915	-1.86032446213743	0.467118787974755	-3.98255114122699	6.81794475506812e-05	0.00021292796838504
gene-YCL034W	gene-YCL034W	626.559461173066	-1.71433415788818	0.430571120293618	-3.98153540051439	6.84715205155959e-05	0.000213622833846364
gene-YHR004C	gene-YHR004C	275.830637802507	-1.78784584342385	0.449035810005541	-3.98152174857008	6.84754541389841e-05	0.000213622833846364
gene-YMR201C	gene-YMR201C	270.680827076984	-1.81722175725325	0.456797455660596	-3.97817836928466	6.94452687481072e-05	0.000216532136246781
gene-YNR055C	gene-YNR055C	555.009762012557	1.69541538469356	0.426426122665871	3.97587130472776	7.01220412487523e-05	0.000218525095837935
gene-YNL282W	gene-YNL282W	119.128333296923	1.9401453359049	0.488033111124357	3.97543791943765	7.02498680705021e-05	0.000218806127130632
gene-YIL040W	gene-YIL040W	140.114702697944	1.98278428776125	0.498828026140325	3.97488549932332	7.04131237634575e-05	0.000219197147998508
gene-YMR144W	gene-YMR144W	63.1096794822052	-2.69124330796851	0.677660253940332	-3.97137546775095	7.14588521145808e-05	0.000222333430669135
gene-YKL210W	gene-YKL210W	840.203875114635	-1.76205369465676	0.443725287118512	-3.97104637894153	7.15576457857702e-05	0.00022252168930278
gene-YOR317W	gene-YOR317W	3087.84305728867	-2.01145551287587	0.507176938643204	-3.96598378123599	7.30938328880487e-05	0.000227177196120502
gene-ICR1	gene-ICR1	29.4673614129701	-3.40281071245213	0.858026970221775	-3.96585518934516	7.31332558724661e-05	0.000227178237910622
gene-YPL100W	gene-YPL100W	310.915502055462	-1.83995404647586	0.464489162227097	-3.96124214751058	7.45608711567858e-05	0.000231489200407713
gene-YEL017C-A	gene-YEL017C-A	580.415051302769	1.75123007853717	0.442279778801517	3.95955266886184	7.50902832463461e-05	0.000233008396277503
gene-YPL244C	gene-YPL244C	223.06620214151	1.77828799208436	0.449327187658503	3.95766835599516	7.56849409836793e-05	0.000234728322837323
gene-YER169W	gene-YER169W	1169.73948215321	2.17129546909478	0.548925793748636	3.9555355092114	7.63634041304407e-05	0.000236706189229931
gene-YLR052W	gene-YLR052W	260.904090179981	1.7514814180532	0.442822143204662	3.95527063163079	7.6448062586984e-05	0.000236842291980571
gene-YLR419W	gene-YLR419W	151.933821512889	1.8987330626878	0.480311000763631	3.95313257383042	7.71346713765269e-05	0.000238842147064664
gene-YDL170W	gene-YDL170W	628.278376308165	1.86938372602005	0.473124828413598	3.95114272968541	7.77789182036202e-05	0.000240708771352205
gene-YML115C	gene-YML115C	485.373960833138	1.65749677226462	0.42030637265418	3.94354423369254	8.02861745238759e-05	0.000248335948021696
gene-YJR099W	gene-YJR099W	136.771168602348	-1.97120526103038	0.499943043538097	-3.94285966473333	8.05157731746171e-05	0.00024891365621855
gene-YPR200C	gene-YPR200C	73.4311259965555	-2.54816837091213	0.646725687141324	-3.94010694422177	8.14452930356487e-05	0.000251653398789575
gene-YKL068W	gene-YKL068W	424.119552445252	1.78434112623467	0.452900319689285	3.93980981832565	8.15462287576418e-05	0.000251831392953993
gene-YGR037C	gene-YGR037C	548.272174929548	-1.95715028026808	0.497162017911549	-3.93664481548604	8.26287650810124e-05	0.000255038971136933
gene-YGR091W	gene-YGR091W	171.779475466871	1.83316135520832	0.466082677514184	3.93312483739011	8.38486626210684e-05	0.000258666893393657
gene-YPL260W	gene-YPL260W	1243.98635441656	-1.60514525236715	0.408315096199522	-3.93114353916223	8.45427752479586e-05	0.000260669819491318
gene-YLR126C	gene-YLR126C	103.983097084657	-2.0320931919014	0.517134216468551	-3.92952762974828	8.51128969080293e-05	0.000262288524299823
gene-YFR032C-B	gene-YFR032C-B	50.8584035972515	2.29201635186098	0.583525151781813	3.92787927797496	8.5698206713285e-05	0.000263952293279074
gene-YIR024C	gene-YIR024C	160.150446746673	-1.88487141134685	0.47999967313934	-3.92681811431085	8.60770232795369e-05	0.000264978633104168
gene-YDL046W	gene-YDL046W	1715.1018572879	-1.80558784857304	0.459871741255412	-3.92628571532561	8.62676757619956e-05	0.000265424950518115
gene-YKL013C	gene-YKL013C	629.031788841591	-1.75689881942115	0.447623598674375	-3.92494681831824	8.67489007400958e-05	0.000266764344498115
gene-YFR018C	gene-YFR018C	122.57101541384	-1.95925536542965	0.499377314260015	-3.92339681736024	8.73091680269257e-05	0.000268345258896083
gene-YNR004W	gene-YNR004W	119.756064092464	1.90071021246657	0.484509607817931	3.92295670054249	8.7468875889604e-05	0.000268694031009714
gene-YNL243W	gene-YNL243W	299.648194762893	1.77484980198481	0.45245965281884	3.92266976939807	8.75731449220584e-05	0.000268872223078184
gene-YDR225W	gene-YDR225W	2362.56723445988	-2.22067882133512	0.566289886719786	-3.92145237521074	8.80168460623915e-05	0.000270091821179841
gene-YJR007W	gene-YJR007W	1196.01103691753	1.65830665663547	0.423035253530791	3.92002000493978	8.85416185974199e-05	0.000271558779571612
gene-YIL158W	gene-YIL158W	69.2256109872206	-2.40538451289594	0.613765554521218	-3.91906078009268	8.88946974957756e-05	0.000272497880720173
gene-YOR111W	gene-YOR111W	154.482851684958	-1.88261538436309	0.480426133047256	-3.91863650801426	8.90512907381313e-05	0.00027272466568436
gene-YDR063W	gene-YDR063W	255.442576222215	-1.90236695803314	0.485470321701604	-3.91860608773205	8.90625284702194e-05	0.00027272466568436
gene-YMR122W-A	gene-YMR122W-A	1409.00098848982	-1.55034365961535	0.395720233025786	-3.9177770814522	8.93692926845028e-05	0.00027351992052782
gene-YMR145C	gene-YMR145C	1111.93128300055	-2.08079486803274	0.531224114888955	-3.91698119440174	8.9664740412922e-05	0.000274279721726265
gene-YBR017C	gene-YBR017C	652.4716553164	1.58749869488583	0.405332904617964	3.91653052786841	8.98324449095322e-05	0.000274648169286797
gene-YGR087C	gene-YGR087C	133.075867894501	-2.81462103408646	0.718913592569739	-3.91510337706325	9.03654810522827e-05	0.000276132584582475
gene-YFL062W	gene-YFL062W	114.147401442034	-2.02729858450245	0.517862267920844	-3.9147447305667	9.04999033128535e-05	0.000276398023149923
gene-YOR242C	gene-YOR242C	44.9791670297324	2.55615284261663	0.653172733192689	3.91344082923093	9.09902045014234e-05	0.000277749510799513
gene-YMR242W-A	gene-YMR242W-A	15.726685593844	3.8628444960058	0.987149024784019	3.91313205911434	9.11066770518831e-05	0.00027795905880606
gene-YLR195C	gene-YLR195C	361.285670475118	2.12359691251385	0.542858983970641	3.91187578214364	9.15820165318979e-05	0.000279262686297687
gene-YOL028C	gene-YOL028C	66.5286032431588	2.28047661202391	0.583207879559249	3.91022942582213	9.2208497966507e-05	0.000281025584783083
gene-YLL023C	gene-YLL023C	617.394148271474	-1.63350572846036	0.417870686484379	-3.90911777565289	9.2633796629708e-05	0.000282025995815538
gene-YDR423C	gene-YDR423C	359.104261065134	-1.7786384909784	0.454985440151854	-3.90922067832494	9.25943501219577e-05	0.000282025995815538
gene-YLR068W	gene-YLR068W	365.7672423824	2.02102892234061	0.517024029619881	3.90896516710546	9.26923265134499e-05	0.000282056440678624
gene-YOL064C	gene-YOL064C	311.739564230492	1.78197565627699	0.455888038376531	3.90880107892896	9.27552981399892e-05	0.000282100362527272
gene-YLR183C	gene-YLR183C	96.637201898374	-3.24765893734583	0.831474675766931	-3.90590240688963	9.38743959282911e-05	0.000285354596828048
gene-YML085C	gene-YML085C	635.875954815977	-2.02630609403977	0.518945191105445	-3.90466301407165	9.43567725538905e-05	0.00028667096815641
gene-YDR012W	gene-YDR012W	1756.82712417052	1.78454967065102	0.457099494070609	3.90407273208523	9.45873346571899e-05	0.000287221310881707
gene-YDR356W	gene-YDR356W	115.51617748915	-2.06957009090343	0.530181336158122	-3.90351366553235	9.48061945935792e-05	0.000287735562912732
gene-YBR244W	gene-YBR244W	70.9957773745836	2.15193843782772	0.551396102342837	3.90270883070139	9.51221062734248e-05	0.000288543675188489
gene-YER012W	gene-YER012W	642.058517325517	-1.66948305229365	0.427792271208248	-3.90255543322088	9.51824301281403e-05	0.000288576047941967
gene-YPR116W	gene-YPR116W	29.9292693813493	-3.5848370444634	0.919137721546683	-3.90021751955844	9.61063017820955e-05	0.000291225143877758
gene-YMR244C-A	gene-YMR244C-A	165.411965631504	-1.84516148612191	0.473160332580841	-3.89965379400578	9.63303323654289e-05	0.000291751897711242
gene-YLR362W	gene-YLR362W	476.659704473858	-1.73814314676576	0.445844025125806	-3.89854534054886	9.67722824639396e-05	0.000292937763375217
gene-YML101C	gene-YML101C	84.5820739684239	-2.11368268133746	0.542926526951716	-3.89312840027327	9.89597400088842e-05	0.000299403440360039
gene-YPL164C	gene-YPL164C	157.826030967184	-2.01719255430223	0.518432074259676	-3.8909486014784	9.98530849127096e-05	0.000301949078830733
gene-YIL009W	gene-YIL009W	321.774977005987	1.65437527331012	0.425540551779891	3.88770298480469	0.000101197350637531	0.000305854915187379
gene-YDR100W	gene-YDR100W	104.525485054247	-2.35808358426885	0.606591324898173	-3.88743374242072	0.00010130962910561	0.000306035116612166
gene-YIL090W	gene-YIL090W	551.467268930871	1.67251917501237	0.430262005694908	3.8872109386259	0.000101402630827346	0.000306156930061577
gene-YPL041C	gene-YPL041C	27.5308422337064	2.93219896107058	0.754559313385894	3.88597544162974	0.00010191981037661	0.000307558638581963
gene-YCR024C-A	gene-YCR024C-A	1221.00960068254	1.53179475104718	0.394355061969295	3.88430350912154	0.000102623647255583	0.000309521867072885
gene-YDR306C	gene-YDR306C	405.15561946792	-1.81332881192854	0.466979176539141	-3.8831042218358	0.000103131336554286	0.000310891767662609
gene-YLR190W	gene-YLR190W	394.970674028534	-1.91833573126326	0.494129577456615	-3.88225238638278	0.000103493379313132	0.000311821420719503
gene-YNL242W	gene-YNL242W	90.8629801903077	-2.36137794891456	0.608533092039139	-3.88044295340093	0.000104266399206277	0.000313987726521699
gene-YKL072W	gene-YKL072W	122.099465720907	1.87791131574606	0.484433575424028	3.87650941432436	0.000105965711734594	0.000318939780736125
gene-YOL091W	gene-YOL091W	38.4856868370654	2.65426722587785	0.68535310304076	3.87284629499954	0.000107571673136181	0.000323605882126026
gene-YPR057W	gene-YPR057W	182.151940935232	1.98624094549303	0.513155885948488	3.87063853281499	0.000108550648818755	0.000326381981859598
gene-YNL136W	gene-YNL136W	646.593073707805	-1.82990571796842	0.4727980984409	-3.87037452985263	0.000108668275264213	0.000326566709325545
gene-YNL312W	gene-YNL312W	178.045167748426	-2.7947106154713	0.722387954760627	-3.86871153796766	0.000109411989961789	0.000328631775533807
gene-YDR192C	gene-YDR192C	175.89475465145	1.82095137023232	0.470706978489151	3.86854551440284	0.000109486501228174	0.000328685715463919
gene-YBR030W	gene-YBR030W	236.823981211714	1.70502644965359	0.440771190533439	3.86828015594689	0.000109605693344177	0.000328873665315621
gene-YLR134W	gene-YLR134W	1188.54604751777	-1.63870523175322	0.423835805137826	-3.86636808851092	0.000110468170344272	0.00033129050879304
gene-YIL038C	gene-YIL038C	845.734383986665	1.69947066964814	0.439964086048475	3.86274862776161	0.000112118361167119	0.000336065969625218
gene-YLR001C	gene-YLR001C	385.569653761389	-1.86644704993023	0.483303968042151	-3.86184921570404	0.000112532014885798	0.000337131995111472
gene-YIR006C	gene-YIR006C	945.695542665262	-1.55816348122265	0.404030308179215	-3.85655098065441	0.000114998122969218	0.000344342653630651
gene-YLR443W	gene-YLR443W	163.26324167537	1.90150411170565	0.49308142391499	3.85636939353342	0.000115083540973544	0.000344420978443995
gene-YBR042C	gene-YBR042C	64.4024110338829	2.23901874013963	0.580655536124869	3.85601893177874	0.000115248566286059	0.000344737348046616
gene-YDL057W	gene-YDL057W	129.16209281158	-2.03856439094162	0.529036709433257	-3.85335148694215	0.000116511945475546	0.000348337153860017
gene-YKR074W	gene-YKR074W	330.399839755953	-1.65188888153484	0.428900771744136	-3.85144767825293	0.000117421619642007	0.000350876325634625
gene-YPR105C	gene-YPR105C	179.608201745802	1.78519778369732	0.463710185337347	3.84981361235056	0.000118207743128822	0.000353043886466965
gene-YBR287W	gene-YBR287W	1645.44615462354	-1.84343782083397	0.479236786090406	-3.84661168411686	0.000119762552167697	0.000357503828042453
gene-YPR027C	gene-YPR027C	39.8711347442265	2.48904978685459	0.647390061075336	3.84474513359102	0.000120677797437456	0.000360051005496146
gene-YKL090W	gene-YKL090W	151.343865712908	1.76499218349484	0.459160239432097	3.84395692814743	0.000121066263429669	0.000360839550283712
gene-YNL262W	gene-YNL262W	178.187867846224	-2.39106184440502	0.622012320029168	-3.8440747351964	0.000121008127540604	0.000360839550283712
gene-YML122C	gene-YML122C	18.833566201124	3.40930484318034	0.887115990658293	3.84313311797078	0.000121473537063647	0.000361867861309029
gene-YNL157W	gene-YNL157W	1210.34820617201	-1.59201788951915	0.414330533731981	-3.8423861142442	0.000121843955652231	0.000362785384349777
gene-YLR119W	gene-YLR119W	103.268284042072	-2.12454515984468	0.553262200604335	-3.84003309375558	0.000123017726256673	0.000366092690734145
gene-YJR066W	gene-YJR066W	397.004834179018	-1.68285295592034	0.438476798372849	-3.83795211551734	0.000124064667054716	0.000369019367923239
gene-YOR205C	gene-YOR205C	232.006731436159	1.77327361214584	0.462411529053746	3.8348386680033	0.000125646738933434	0.000373533936921289
gene-YBR079C	gene-YBR079C	1704.6641878322	1.58273811254764	0.412860007683363	3.83359512447981	0.000126283933766293	0.000375236310352604
gene-YML072C	gene-YML072C	773.062444624096	-1.57466706817318	0.410811943651424	-3.83306058284734	0.000126558769198573	0.000375860790282119
gene-YNL291C	gene-YNL291C	70.9630227694974	2.22474853626009	0.580668363921144	3.83135826659607	0.000127437779084841	0.0003782780245358
gene-YLR206W	gene-YLR206W	738.783915430737	-1.64477543198423	0.429473923199482	-3.82974458549434	0.000128276331041202	0.000380572759577063
gene-YJR002W	gene-YJR002W	963.995259837395	1.55417775006403	0.405971952590441	3.82828848186944	0.000129037458416573	0.000382635565467918
gene-YMR053C	gene-YMR053C	188.155275636352	-2.03125883769729	0.53085142135127	-3.82641687673506	0.000130022026799121	0.00038535850064074
gene-YDR346C	gene-YDR346C	563.421195127873	1.58983581690764	0.415734503194492	3.82416134502042	0.000131217968804732	0.000388704808712082
gene-YER182W	gene-YER182W	318.191734872588	-1.6840877517931	0.440976738946459	-3.81899452523633	0.00013399673627201	0.000396734096389671
gene-YDL085C-A	gene-YDL085C-A	90.6570249406959	1.93012579265787	0.505852899328304	3.81558709107092	0.000135859526523547	0.00040204458663689
gene-YLR093C	gene-YLR093C	731.070815705538	-1.82400186153593	0.478225215676401	-3.81410641209302	0.00013667657083142	0.000404256605431152
gene-YCL043C	gene-YCL043C	1852.78612749383	-1.56907922045847	0.411431652592318	-3.81370565578057	0.000136898504365742	0.000404707073943892
gene-YNR013C	gene-YNR013C	434.143189897817	1.57571100863486	0.413399169529011	3.81159693772506	0.000138071888135061	0.000407968385277566
gene-YHL010C	gene-YHL010C	141.05343339933	-1.91015445154161	0.501373537407666	-3.80984297938419	0.000139055078521148	0.000410456128169078
gene-YFL008W	gene-YFL008W	133.917672031002	-2.49939404358517	0.6560203571133	-3.80993366514311	0.000139004082901045	0.000410456128169078
gene-YER158C	gene-YER158C	381.370769263741	-1.9558985208113	0.513528822113619	-3.8087414699745	0.000139675902560739	0.00041207936329087
gene-YML130C	gene-YML130C	1126.04362639915	1.97404785054013	0.518431792366813	3.80772915474174	0.00014024875702874	0.000413559500685459
gene-YPR068C	gene-YPR068C	64.9307812184127	2.23771663528683	0.587736539816311	3.80734646170919	0.000140465893295615	0.000413905051061953
gene-YDR415C	gene-YDR415C	180.3025231158	1.73901311637554	0.456760975500331	3.8072716577213	0.000140508373321616	0.000413905051061953
gene-YBL011W	gene-YBL011W	279.186692426371	1.6278874203704	0.42763691326462	3.80670463628351	0.00014083076972137	0.000414644596565656
gene-YER077C	gene-YER077C	145.753223402592	1.81642469002054	0.477778945008471	3.8018098306704	0.000143642964927089	0.000422710335268982
gene-YGR141W	gene-YGR141W	283.375783169973	-1.93102975354558	0.508352140561339	-3.7986065159739	0.000145511892375547	0.000427791055748076
gene-YOR074C	gene-YOR074C	92.0481329874688	-3.31075189664377	0.871571978942035	-3.79859836781645	0.000145516675363721	0.000427791055748076
gene-YLR380W	gene-YLR380W	358.352429178551	1.5871369451596	0.418215304448543	3.79502358779624	0.000147629420069386	0.000433782704470814
gene-YER124C	gene-YER124C	292.624003551041	-1.66961781102552	0.440029105176356	-3.7943349459949	0.000148039720675084	0.000434768497505603
gene-YIL130W	gene-YIL130W	703.44430743777	1.6271548990815	0.429036934651772	3.79257534179938	0.000149092994860503	0.000437640649560224
gene-YJR153W	gene-YJR153W	45.6704380723735	-2.66857397185538	0.703779679326312	-3.79177468495518	0.000149574588681494	0.00043883266502617
gene-YKL051W	gene-YKL051W	271.731555966951	1.7002198585634	0.448515988347701	3.79076755953982	0.000150182452916212	0.000440393751941989
gene-YLR181C	gene-YLR181C	167.677339481546	-2.0129338631046	0.531171657204445	-3.78961082693806	0.000150883483979066	0.000442226328233148
gene-YNL127W	gene-YNL127W	276.042763202747	-1.66300235866269	0.439103426481276	-3.78726800651281	0.000152312785511956	0.000446190478525951
gene-YER030W	gene-YER030W	595.47866759617	-1.59913308281079	0.422295414724459	-3.78676402123428	0.00015262191677347	0.000446870821303481
gene-YER118C	gene-YER118C	152.622848606466	1.84038808525953	0.486130557178182	3.78578975973519	0.000153221178148485	0.000448399540482878
gene-YOR159C	gene-YOR159C	179.706006847333	1.78540635330496	0.471831440114346	3.78399191218008	0.000154332840542862	0.000451425500369963
gene-YHR023W	gene-YHR023W	232.579031563354	-1.73281710991767	0.458326525480858	-3.78074803351097	0.000156357857731296	0.00045711864644582
gene-YGR230W	gene-YGR230W	153.942230836442	-2.02465723846631	0.53582427587232	-3.77858437856362	0.000157722411001205	0.000460876145167925
gene-YLR079W	gene-YLR079W	471.810055846465	-1.58081123523969	0.418514438978377	-3.7771964071265	0.000158603655969121	0.000463218315825393
gene-YLR102C	gene-YLR102C	141.547335132331	-1.88747521842814	0.499792717129826	-3.77651605102892	0.000159037315193602	0.000464251570017687
gene-YGL226C-A	gene-YGL226C-A	203.707934862241	-1.77335695817307	0.46962345844046	-3.7761251621929	0.00015928697233983	0.000464746929336894
gene-YBR097W	gene-YBR097W	108.8216813988	-1.98689542655447	0.526703131951871	-3.77232506514889	0.000161733356045499	0.000471647900319338
gene-YJR094W-A	gene-YJR094W-A	2196.67428621703	2.02698233049645	0.537419560815469	3.77169436747101	0.000162142784481047	0.000472604745939743
gene-YMR274C	gene-YMR274C	41.5547015901723	2.43374389145831	0.6460822841758	3.76692559301949	0.000165270231181993	0.000481478989288091
gene-YIL099W	gene-YIL099W	64.494856157451	-2.44646035456405	0.649597136352234	-3.76611936484507	0.00016580454604088	0.000482793597990778
gene-YNL068C	gene-YNL068C	298.251885976055	1.65027526331477	0.438497057822004	3.76348081218974	0.000167564589365031	0.00048767420800679
gene-YFR040W	gene-YFR040W	957.493497985029	-1.61842238197755	0.430113153647493	-3.76278281250603	0.000168033120391483	0.000488793040898549
gene-YBR104W	gene-YBR104W	287.572300553652	1.67354248488642	0.444906552121182	3.76155953853112	0.000168857214636898	0.000490944538003826
gene-YDR031W	gene-YDR031W	130.620478412223	-2.13724078652369	0.56847086950636	-3.75963114588368	0.000170164057407526	0.000494496750826271
gene-YJR092W	gene-YJR092W	163.942221467488	-1.84307663745072	0.490504939813215	-3.75750881969215	0.000171613320158443	0.000498459078841015
gene-YOR149C	gene-YOR149C	104.191931626389	1.90470766188513	0.507043626889228	3.7564966028086	0.000172308609403382	0.000500228590335893
gene-YJL212C	gene-YJL212C	323.052445544244	2.04275014138806	0.544095998733822	3.75439287578257	0.000173762138259489	0.000504196479063478
gene-YDL155W	gene-YDL155W	173.525202546557	1.72484107789684	0.459591632315737	3.7529862526128	0.000174740441348745	0.000506782158242966
gene-YKR096W	gene-YKR096W	688.215917853781	-1.83582419477012	0.489195273044496	-3.75274311901034	0.000174910064357706	0.000507021094287775
gene-YBR069C	gene-YBR069C	512.988695528006	1.83731607573547	0.489649108136026	3.75231169669579	0.000175211428862937	0.000507641487812257
gene-YGR235C	gene-YGR235C	580.958835394673	-1.57871427452812	0.420966700614355	-3.75021176787656	0.000176685292805565	0.000511656662573963
gene-YJR035W	gene-YJR035W	202.092698565956	-1.72569827443708	0.460301486677736	-3.74906083161375	0.000177498031369834	0.000513754262112289
gene-YDR188W	gene-YDR188W	1527.38256355564	1.50757349169087	0.402244380865138	3.7479044168334	0.000178318178255361	0.000515871205584947
gene-YPL039W	gene-YPL039W	191.960037042892	1.72390688874974	0.460108936798199	3.74673637236008	0.000179150189401069	0.000518020348656227
gene-YDR191W	gene-YDR191W	31.4755883706478	2.650428982996	0.707499161966385	3.74619381262522	0.000179537901065829	0.00051862538816829
gene-YBR036C	gene-YBR036C	1395.98407024417	-1.55757554834159	0.41576753714936	-3.74626542279093	0.000179486683487601	0.00051862538816829
gene-YGL148W	gene-YGL148W	617.922118145657	1.99186210551775	0.531918685577994	3.74467406301652	0.000180628114053834	0.0005215154490218
gene-YBR231C	gene-YBR231C	144.416448558777	1.79935666249586	0.480530899581833	3.74451812372877	0.000180740330632115	0.000521580338447792
gene-YDR320C-A	gene-YDR320C-A	214.839646637709	-1.72391263676022	0.460688527124259	-3.74203509586258	0.000182536014814797	0.000526500902284664
gene-YBR164C	gene-YBR164C	286.314338146903	1.6637626106275	0.444796741671487	3.74050089570194	0.000183653891724626	0.000529462509277543
gene-YKL082C	gene-YKL082C	1417.43992186183	1.76964538921931	0.473155945751914	3.74008908713403	0.000183955044985375	0.00053006778455875
gene-YPL134C	gene-YPL134C	494.021856966428	-1.6697699170853	0.446529743853259	-3.73943715972037	0.000184432745154101	0.00053118092905631
gene-YLR087C	gene-YLR087C	122.470294474952	-1.88717511553218	0.504808418956701	-3.73839865712312	0.00018519611763449	0.000533115322284128
gene-YDL049C	gene-YDL049C	81.7830378332335	-2.3388375315087	0.626142215709106	-3.73531359622504	0.000187481409183901	0.000539426708008333
gene-YPL111W	gene-YPL111W	183.93563201504	-1.75177067494698	0.469101751241358	-3.73430853820385	0.000188231622936061	0.000541317264970009
gene-YPL082C	gene-YPL082C	295.082780933885	1.7611536212821	0.47178148440445	3.73298588329568	0.000189223203711053	0.000543899732922176
gene-YJR064W	gene-YJR064W	1224.73784545456	1.47795840341537	0.396205098590511	3.73028617923689	0.000191262401063401	0.000549489409283485
gene-YLR389C	gene-YLR389C	425.276909575148	1.59459866525908	0.427703353592198	3.72828188478381	0.000192789665975076	0.000553330142541798
gene-YGR031W	gene-YGR031W	170.491070626917	-1.74789555886517	0.468816694760733	-3.72831338644464	0.000192765573427433	0.000553330142541798
gene-YMR285C	gene-YMR285C	354.090028848176	1.80796746929776	0.48601770286561	3.71996217141432	0.000199252619430871	0.00057159734656082
gene-YCR024C-B	gene-YCR024C-B	1537.65067914464	1.46147556956463	0.392919804749673	3.71952635600979	0.000199596720047156	0.00057230199157083
gene-tE(UUC)G1	gene-tE(UUC)G1	7.1269796709355	6.95418267369988	1.86977422668231	3.71926330701393	0.000199804682036173	0.000572615785007021
gene-YGL170C	gene-YGL170C	32.7529355615198	2.61161700258902	0.702292642375147	3.71870192710059	0.00020024918028955	0.000573606819045276
